	ID	GENE	ACC	Name	TMD	Start	End	TM protein	SIGNALp	MUT	Size	N-terminus	signalp_TM	signalp_noTM	Highlight
12812	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM9	TRANSMEM9	592	612	YES	0	0	5	Other	0.209	0.302	NO
12813	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM10	TRANSMEM10	614	634	YES	0	0	5	Other	0.204	0.226	NO
12814	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM11	TRANSMEM11	666	686	YES	0	0	5	Other	0.374	0.465	NO
12815	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM12	TRANSMEM12	695	715	YES	0	0	5	Other	0.261	0.327	NO
12816	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM1	TRANSMEM1	74	94	YES	1	0	5	Extracellular	0.214	0.285	NO
12817	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM2	TRANSMEM2	102	124	YES	1	0	5	Cytoplasmic	0.239	0.606	YES
12818	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM3	TRANSMEM3	134	156	YES	1	0	5	Extracellular	0.176	0.321	NO
12819	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM4	TRANSMEM4	171	191	YES	1	0	5	Cytoplasmic	0.249	0.414	NO
12820	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM5	TRANSMEM5	198	218	YES	1	0	5	Extracellular	0.476	0.661	YES
12821	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM6	TRANSMEM6	262	282	YES	1	0	5	Cytoplasmic	0.132	0.379	NO
12822	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM7	TRANSMEM7	295	315	YES	1	0	5	Extracellular	0.184	0.335	NO
12823	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM8	TRANSMEM8	325	345	YES	1	0	5	Cytoplasmic	0.252	0.468	NO
12824	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM9	TRANSMEM9	348	368	YES	1	0	5	Extracellular	0.254	0.353	NO
12825	S46A3_HUMAN	SLC46A3	Q7Z3Q1	S46A3_HUMAN_TRANSMEM10	TRANSMEM10	383	403	YES	1	0	5	Cytoplasmic	0.632	0.763	NO
12826	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM2	TRANSMEM2	73	93	YES	0	0	5	Extracellular	0.274	0.329	NO
12827	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM3	TRANSMEM3	124	144	YES	0	0	5	Cytoplasmic	0.265	0.303	NO
12828	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM4	TRANSMEM4	153	173	YES	0	0	5	Extracellular	0.173	0.285	NO
12829	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM5	TRANSMEM5	177	197	YES	0	0	5	Cytoplasmic	0.324	0.421	NO
12830	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM6	TRANSMEM6	217	237	YES	0	0	5	Extracellular	0.435	0.643	YES
12831	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM7	TRANSMEM7	257	276	YES	0	0	5	Cytoplasmic	0.304	0.443	NO
12832	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM8	TRANSMEM8	296	316	YES	0	0	5	Extracellular	0.24	0.301	NO
12833	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM9	TRANSMEM9	337	357	YES	0	0	5	Cytoplasmic	0.34	0.447	NO
12834	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM10	TRANSMEM10	371	391	YES	0	0	5	Extracellular	0.211	0.23	NO
12835	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM11	TRANSMEM11	409	429	YES	0	0	5	Cytoplasmic	0.148	0.37	NO
12836	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM12	TRANSMEM12	438	458	YES	0	0	5	Extracellular	0.241	0.34	NO
12837	S47A1_HUMAN	SLC47A1	Q96FL8	S47A1_HUMAN_TRANSMEM13	TRANSMEM13	547	567	YES	0	0	5	Cytoplasmic	0.11	0.257	NO
12838	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM2	TRANSMEM2	67	87	YES	0	0	5	Extracellular	0.318	0.39	NO
12839	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM3	TRANSMEM3	120	140	YES	0	0	5	Cytoplasmic	0.274	0.305	NO
12840	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM4	TRANSMEM4	154	174	YES	0	0	5	Extracellular	0.233	0.373	NO
12841	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM5	TRANSMEM5	220	240	YES	0	0	5	Cytoplasmic	0.184	0.242	NO
12842	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM6	TRANSMEM6	249	269	YES	0	0	5	Extracellular	0.251	0.349	NO
12843	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM7	TRANSMEM7	290	309	YES	0	0	5	Cytoplasmic	0.26	0.417	NO
12844	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM8	TRANSMEM8	328	348	YES	0	0	5	Extracellular	0.224	0.274	NO
12845	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM9	TRANSMEM9	369	389	YES	0	0	5	Cytoplasmic	0.263	0.448	NO
12846	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM10	TRANSMEM10	403	423	YES	0	0	5	Extracellular	0.195	0.251	NO
12847	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM11	TRANSMEM11	443	463	YES	0	0	5	Cytoplasmic	0.149	0.657	YES
12848	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM12	TRANSMEM12	467	487	YES	0	0	5	Extracellular	0.558	0.704	NO
12849	S47A2_HUMAN	SLC47A2	Q86VL8	S47A2_HUMAN_TRANSMEM13	TRANSMEM13	579	599	YES	0	0	5	Cytoplasmic	0.11	0.115	NO
12850	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM2	TRANSMEM2	70	90	YES	0	0	5	Other	0.364	0.659	YES
12851	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM3	TRANSMEM3	100	120	YES	0	0	5	Other	0.259	0.321	NO
12852	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM4	TRANSMEM4	125	145	YES	0	0	5	Other	0.303	0.336	NO
12853	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM5	TRANSMEM5	166	186	YES	0	0	5	Other	0.224	0.248	NO
12854	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM6	TRANSMEM6	192	212	YES	0	0	5	Other	0.297	0.384	NO
12855	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM7	TRANSMEM7	250	270	YES	0	0	5	Other	0.304	0.382	NO
12856	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM8	TRANSMEM8	282	302	YES	0	0	5	Other	0.483	0.746	YES
12857	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM9	TRANSMEM9	318	338	YES	0	0	5	Other	0.518	0.603	YES
12858	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM10	TRANSMEM10	341	361	YES	0	0	5	Other	0.353	0.353	NO
12859	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM11	TRANSMEM11	379	399	YES	0	0	5	Other	0.242	0.318	NO
12860	S49A3_HUMAN	SLC49A3	Q6UXD7	S49A3_HUMAN_TRANSMEM12	TRANSMEM12	422	442	YES	0	0	5	Other	0.535	0.81	YES
12861	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM1	TRANSMEM1	510	530	YES	0	0	5	Cytoplasmic	0.437	0.428	NO
12862	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM2	TRANSMEM2	539	559	YES	0	0	5	Extracellular	0.214	0.191	NO
12863	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM3	TRANSMEM3	563	583	YES	0	0	5	Cytoplasmic	0.154	0.306	NO
12864	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM4	TRANSMEM4	597	617	YES	0	0	5	Extracellular	0.519	0.617	YES
12865	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM5	TRANSMEM5	627	647	YES	0	0	5	Cytoplasmic	0.324	0.405	NO
12866	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM6	TRANSMEM6	721	741	YES	0	0	5	Extracellular	0.526	0.764	YES
12867	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM7	TRANSMEM7	763	783	YES	0	0	5	Cytoplasmic	0.678	0.749	NO
12868	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM8	TRANSMEM8	810	830	YES	0	0	5	Extracellular	0.43	0.7	YES
12869	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM9	TRANSMEM9	856	876	YES	0	0	5	Cytoplasmic	0.425	0.734	YES
12870	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM10	TRANSMEM10	913	933	YES	0	0	5	Extracellular	0.198	0.33	NO
12871	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM11	TRANSMEM11	936	956	YES	0	0	5	Cytoplasmic	0.2	0.186	NO
12872	S4A10_HUMAN	SLC4A10	Q6U841	S4A10_HUMAN_TRANSMEM12	TRANSMEM12	999	1019	YES	0	0	5	Extracellular	0.226	0.438	NO
12873	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM1	TRANSMEM1	376	396	YES	0	42	5	Cytoplasmic	0.523	0.599	YES
12874	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM2	TRANSMEM2	416	436	YES	0	42	5	Cytoplasmic	0.208	0.346	NO
12875	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM3	TRANSMEM3	466	486	YES	0	42	5	Cytoplasmic	0.456	0.557	YES
12876	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM4	TRANSMEM4	493	513	YES	0	42	5	Cytoplasmic	0.312	0.377	NO
12877	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM5	TRANSMEM5	572	592	YES	0	42	5	Extracellular	0.329	0.515	YES
12878	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM6	TRANSMEM6	654	674	YES	0	42	5	Cytoplasmic	0.425	0.522	YES
12879	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM7	TRANSMEM7	700	720	YES	0	42	5	Cytoplasmic	0.348	0.484	NO
12880	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM8	TRANSMEM8	759	779	YES	0	42	5	Cytoplasmic	0.316	0.413	NO
12881	S4A11_HUMAN	SLC4A11	Q8NBS3	S4A11_HUMAN_TRANSMEM9	TRANSMEM9	782	802	YES	0	42	5	Cytoplasmic	0.335	0.369	NO
12882	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM1	TRANSMEM1	467	491	YES	0	0	5	Cytoplasmic	0.604	0.804	NO
12883	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM2	TRANSMEM2	502	520	YES	0	0	5	Extracellular	0.205	0.245	NO
12884	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM3	TRANSMEM3	522	542	YES	0	0	5	Cytoplasmic	0.171	0.41	NO
12885	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM4	TRANSMEM4	551	571	YES	0	0	5	Extracellular	0.415	0.786	YES
12886	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM5	TRANSMEM5	586	609	YES	0	0	5	Cytoplasmic	0.144	0.168	NO
12887	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM6	TRANSMEM6	693	710	YES	0	0	5	Extracellular	0.484	0.544	YES
12888	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM7	TRANSMEM7	726	745	YES	0	0	5	Cytoplasmic	0.412	0.546	YES
12889	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM8	TRANSMEM8	780	807	YES	0	0	5	Extracellular	0.493	0.702	YES
12890	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM9	TRANSMEM9	820	836	YES	0	0	5	Cytoplasmic	0.521	0.888	YES
12891	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM10	TRANSMEM10	838	855	YES	0	0	5	Extracellular	0.185	0.207	NO
12892	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM11	TRANSMEM11	878	894	YES	0	0	5	Cytoplasmic	0.188	0.354	NO
12893	S4A4_HUMAN	SLC4A4	Q9Y6R1	S4A4_HUMAN_TRANSMEM12	TRANSMEM12	902	918	YES	0	0	5	Extracellular	0.258	0.336	NO
12894	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM1	TRANSMEM1	522	544	YES	0	0	5	Cytoplasmic	0.283	0.348	NO
12895	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM2	TRANSMEM2	556	587	YES	0	0	5	Extracellular	0.258	0.312	NO
12896	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM3	TRANSMEM3	607	628	YES	0	0	5	Cytoplasmic	0.312	0.478	NO
12897	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM4	TRANSMEM4	743	762	YES	0	0	5	Extracellular	0.242	0.397	NO
12898	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM5	TRANSMEM5	774	795	YES	0	0	5	Cytoplasmic	0.454	0.622	YES
12899	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM6	TRANSMEM6	829	847	YES	0	0	5	Extracellular	0.458	0.691	YES
12900	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM7	TRANSMEM7	867	883	YES	0	0	5	Cytoplasmic	0.378	0.782	YES
12901	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM8	TRANSMEM8	889	908	YES	0	0	5	Extracellular	0.186	0.208	NO
12902	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM9	TRANSMEM9	929	948	YES	0	0	5	Cytoplasmic	0.196	0.395	NO
12903	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM10	TRANSMEM10	954	971	YES	0	0	5	Extracellular	0.277	0.303	NO
12904	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM11	TRANSMEM11	1017	1034	YES	0	0	5	Cytoplasmic	0.314	0.862	YES
12905	S4A5_HUMAN	SLC4A5	Q9BY07	S4A5_HUMAN_TRANSMEM12	TRANSMEM12	1040	1057	YES	0	0	5	Extracellular	0.265	0.478	NO
12906	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM1	TRANSMEM1	609	629	YES	0	0	5	Extracellular	0.421	0.425	NO
12907	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM2	TRANSMEM2	638	658	YES	0	0	5	Cytoplasmic	0.217	0.213	NO
12908	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM3	TRANSMEM3	696	716	YES	0	0	5	Extracellular	0.467	0.532	YES
12909	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM4	TRANSMEM4	726	746	YES	0	0	5	Cytoplasmic	0.282	0.356	NO
12910	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM5	TRANSMEM5	818	838	YES	0	0	5	Extracellular	0.2	0.482	NO
12911	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM6	TRANSMEM6	862	882	YES	0	0	5	Cytoplasmic	0.405	0.501	YES
12912	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM7	TRANSMEM7	909	929	YES	0	0	5	Extracellular	0.44	0.701	YES
12913	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM8	TRANSMEM8	955	975	YES	0	0	5	Cytoplasmic	0.411	0.676	YES
12914	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM9	TRANSMEM9	1012	1032	YES	0	0	5	Extracellular	0.215	0.525	YES
12915	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM10	TRANSMEM10	1035	1055	YES	0	0	5	Cytoplasmic	0.222	0.228	NO
12916	S4A7_HUMAN	SLC4A7	Q9Y6M7	S4A7_HUMAN_TRANSMEM11	TRANSMEM11	1093	1113	YES	0	0	5	Extracellular	0.268	0.66	YES
12917	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM1	TRANSMEM1	479	499	YES	0	0	5	Extracellular	0.43	0.427	NO
12918	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM2	TRANSMEM2	524	544	YES	0	0	5	Cytoplasmic	0.205	0.235	NO
12919	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM3	TRANSMEM3	566	586	YES	0	0	5	Extracellular	0.524	0.597	YES
12920	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM4	TRANSMEM4	596	616	YES	0	0	5	Cytoplasmic	0.237	0.29	NO
12921	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM5	TRANSMEM5	688	708	YES	0	0	5	Extracellular	0.336	0.669	YES
12922	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM6	TRANSMEM6	732	752	YES	0	0	5	Cytoplasmic	0.336	0.43	NO
12923	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM7	TRANSMEM7	779	799	YES	0	0	5	Extracellular	0.428	0.7	YES
12924	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM8	TRANSMEM8	825	845	YES	0	0	5	Cytoplasmic	0.447	0.747	YES
12925	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM9	TRANSMEM9	882	902	YES	0	0	5	Extracellular	0.196	0.396	NO
12926	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM10	TRANSMEM10	905	925	YES	0	0	5	Cytoplasmic	0.276	0.26	NO
12927	S4A8_HUMAN	SLC4A8	Q2Y0W8	S4A8_HUMAN_TRANSMEM11	TRANSMEM11	963	983	YES	0	0	5	Extracellular	0.203	0.475	NO
12928	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM2	TRANSMEM2	47	67	YES	0	0	5	Other	0.342	0.508	YES
12929	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM3	TRANSMEM3	79	99	YES	0	0	5	Other	0.252	0.359	NO
12930	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM4	TRANSMEM4	124	144	YES	0	0	5	Other	0.39	0.486	NO
12931	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM5	TRANSMEM5	147	167	YES	0	0	5	Other	0.57	0.587	NO
12932	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM6	TRANSMEM6	191	211	YES	0	0	5	Other	0.606	0.852	NO
12933	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM7	TRANSMEM7	280	300	YES	0	0	5	Other	0.362	0.42	NO
12934	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM8	TRANSMEM8	315	335	YES	0	0	5	Other	0.213	0.401	NO
12935	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM9	TRANSMEM9	342	362	YES	0	0	5	Other	0.355	0.482	NO
12936	S52A1_HUMAN	SLC52A1	Q9NWF4	S52A1_HUMAN_TRANSMEM10	TRANSMEM10	369	389	YES	0	0	5	Other	0.309	0.554	YES
12937	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM2	TRANSMEM2	47	67	YES	0	10	5	Other	0.225	0.329	NO
12938	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM3	TRANSMEM3	86	106	YES	0	10	5	Other	0.394	0.55	YES
12939	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM4	TRANSMEM4	112	132	YES	0	10	5	Other	0.418	0.535	YES
12940	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM5	TRANSMEM5	147	167	YES	0	10	5	Other	0.561	0.585	NO
12941	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM6	TRANSMEM6	196	216	YES	0	10	5	Other	0.623	0.634	NO
12942	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM7	TRANSMEM7	277	297	YES	0	10	5	Other	0.364	0.394	NO
12943	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM8	TRANSMEM8	312	332	YES	0	10	5	Other	0.225	0.341	NO
12944	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM9	TRANSMEM9	339	359	YES	0	10	5	Other	0.319	0.425	NO
12945	S52A2_HUMAN	SLC52A2	Q9HAB3	S52A2_HUMAN_TRANSMEM10	TRANSMEM10	366	386	YES	0	10	5	Other	0.284	0.519	YES
12946	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM2	TRANSMEM2	44	64	YES	0	16	5	Extracellular	0.301	0.427	NO
12947	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM3	TRANSMEM3	72	92	YES	0	16	5	Cytoplasmic	0.14	0.568	YES
12948	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM4	TRANSMEM4	98	118	YES	0	16	5	Extracellular	0.513	0.806	YES
12949	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM5	TRANSMEM5	138	158	YES	0	16	5	Cytoplasmic	0.317	0.367	NO
12950	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM6	TRANSMEM6	221	241	YES	0	16	5	Extracellular	0.511	0.583	YES
12951	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM7	TRANSMEM7	293	313	YES	0	16	5	Cytoplasmic	0.591	0.749	NO
12952	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM8	TRANSMEM8	336	356	YES	0	16	5	Extracellular	0.227	0.386	NO
12953	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM9	TRANSMEM9	360	380	YES	0	16	5	Cytoplasmic	0.395	0.489	NO
12954	S52A3_HUMAN	SLC52A3	Q9NQ40	S52A3_HUMAN_TRANSMEM10	TRANSMEM10	397	417	YES	0	16	5	Extracellular	0.245	0.406	NO
12955	S5A1_HUMAN	SRD5A1	P18405	S5A1_HUMAN_TRANSMEM2	TRANSMEM2	86	106	YES	0	0	5	Other	0.213	0.258	NO
12956	S5A1_HUMAN	SRD5A1	P18405	S5A1_HUMAN_TRANSMEM3	TRANSMEM3	111	131	YES	0	0	5	Other	0.435	0.435	NO
12957	S5A1_HUMAN	SRD5A1	P18405	S5A1_HUMAN_TRANSMEM4	TRANSMEM4	151	171	YES	0	0	5	Other	0.37	0.498	NO
12958	S5A1_HUMAN	SRD5A1	P18405	S5A1_HUMAN_TRANSMEM5	TRANSMEM5	209	229	YES	0	0	5	Other	0.146	0.237	NO
12959	S5A2_HUMAN	SRD5A2	P31213	S5A2_HUMAN_TRANSMEM2	TRANSMEM2	72	92	YES	0	22	5	Other	0.184	0.23	NO
12960	S5A2_HUMAN	SRD5A2	P31213	S5A2_HUMAN_TRANSMEM3	TRANSMEM3	146	166	YES	0	22	5	Other	0.271	0.421	NO
12961	S5A2_HUMAN	SRD5A2	P31213	S5A2_HUMAN_TRANSMEM4	TRANSMEM4	206	226	YES	0	22	5	Other	0.151	0.366	NO
12962	S61A1_HUMAN	SEC61A1	P61619	S61A1_HUMAN_TRANSMEM2	TRANSMEM2	77	96	YES	0	2	5	Lumenal	0.243	0.273	NO
12963	S61A1_HUMAN	SEC61A1	P61619	S61A1_HUMAN_TRANSMEM3	TRANSMEM3	118	138	YES	0	2	5	Cytoplasmic	0.218	0.319	NO
12964	S61A1_HUMAN	SEC61A1	P61619	S61A1_HUMAN_TRANSMEM4	TRANSMEM4	145	165	YES	0	2	5	Lumenal	0.302	0.521	YES
12965	S61A1_HUMAN	SEC61A1	P61619	S61A1_HUMAN_TRANSMEM5	TRANSMEM5	173	193	YES	0	2	5	Cytoplasmic	0.192	0.222	NO
12966	S61A1_HUMAN	SEC61A1	P61619	S61A1_HUMAN_TRANSMEM6	TRANSMEM6	241	261	YES	0	2	5	Lumenal	0.209	0.441	NO
12967	S61A1_HUMAN	SEC61A1	P61619	S61A1_HUMAN_TRANSMEM7	TRANSMEM7	289	309	YES	0	2	5	Cytoplasmic	0.206	0.2	NO
12968	S61A1_HUMAN	SEC61A1	P61619	S61A1_HUMAN_TRANSMEM8	TRANSMEM8	355	375	YES	0	2	5	Lumenal	0.212	0.302	NO
12969	S61A2_HUMAN	SEC61A2	Q9H9S3	S61A2_HUMAN_TRANSMEM2	TRANSMEM2	77	96	YES	0	0	5	Lumenal	0.242	0.273	NO
